"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2935591,"June 9, 2024","District of Columbia",Washington,"2200 block of Minnesota Ave SE",0,4,0,0,0,N/A
2935144,"June 9, 2024",Wisconsin,Madison,"433 W Johnson St",0,10,0,0,0,N/A
2935430,"June 9, 2024",Texas,Dallas,"Elm St and N Crowdus St",0,4,0,0,0,N/A
2936012,"June 9, 2024",Virginia,Richmond,"200 block of N 2nd St",0,4,0,0,0,N/A
2934578,"June 8, 2024","South Dakota","Sioux Falls","5105 S Drexel Ave",3,2,0,0,1,N/A
2934537,"June 8, 2024","North Carolina",Charlotte,"616 N Tryon St",0,4,0,0,0,N/A
2934048,"June 7, 2024",Missouri,"Saint Louis (Jennings)","2600 block of Shannon Ave",1,4,0,0,0,N/A
2934417,"June 7, 2024","South Carolina",Seabrook,"Horace Dawson Ln",0,4,0,0,0,N/A
2934007,"June 7, 2024",California,Compton,"E Greenleaf Blvd and S Mayo Ave",1,5,0,0,0,N/A
2933578,"June 6, 2024",Missouri,"Kansas City","3200 block of Bellefontaine Ave",2,2,0,0,0,N/A
2930393,"June 3, 2024",Tennessee,Memphis,"3600 block of Powers Rd",0,4,0,0,0,N/A
2930818,"June 3, 2024",Virginia,Triangle,"3700 block of Masthead Trail",1,3,0,0,1,N/A
2931572,"June 3, 2024",Pennsylvania,Philadelphia,"N Philip St and W Westmoreland St",0,4,0,0,0,N/A
2928604,"June 2, 2024",Pennsylvania,Pittsburgh,"3534 Laketon Rd",2,7,0,0,0,N/A
2928467,"June 2, 2024",Ohio,Akron,"Kelly Ave and 8th Ave",1,24,0,0,0,N/A
2928765,"June 2, 2024",Florida,Pensacola,"Palafox St and W Intendencia St",0,4,0,0,1,N/A
2928754,"June 2, 2024",Virginia,"Newport News","26th St and Parish Ave",0,4,0,0,0,N/A
2929682,"June 2, 2024",Missouri,"Saint Louis","3775 Kossuth Ave",0,6,0,0,0,N/A
2928614,"June 2, 2024",Kentucky,Louisville,"7015 Raggard Rd",0,7,0,0,0,N/A
2929504,"June 1, 2024",Pennsylvania,Philadelphia,"900 block of S 58th St",1,3,0,0,0,N/A
2928378,"June 1, 2024",Michigan,Detroit,"W Grand Blvd and W Warren Ave",0,5,0,0,0,N/A
2928808,"June 1, 2024","South Carolina","Rock Hill","900 block of Southland Dr",2,2,0,0,1,N/A
2928214,"June 1, 2024",Ohio,Columbus,"N Ohio Ave and Toronto St",1,3,0,0,0,N/A
2927825,"June 1, 2024",Arizona,"Lower Santan Village","629 W Moffett Rd",2,4,0,2,2,N/A
2925929,"May 30, 2024",Minnesota,Minneapolis,"2221 Blaisdell Ave",3,3,1,0,0,N/A
2926808,"May 30, 2024",Maryland,Elkridge,"6900 block of Norwood Ferry",3,1,1,0,0,N/A
2926373,"May 30, 2024",Georgia,Decatur,"2300 block of Greenway Dr",0,5,0,1,1,N/A
2923547,"May 28, 2024",Connecticut,Waterbury,"50 Mitchell Ave",0,4,0,0,0,N/A
2922097,"May 27, 2024",Michigan,Lansing,"325 Riverfront Dr",1,6,0,0,0,N/A
2923055,"May 27, 2024",California,Sacramento,"2701 Meadowview Rd",0,4,0,1,3,N/A
2923261,"May 27, 2024",Virginia,Richmond,"1900 block of Raven Ct",2,2,0,0,0,N/A
2921217,"May 26, 2024",Illinois,Chicago,"1300 block of S Christiana Ave",1,3,0,0,0,N/A
2921717,"May 26, 2024",Ohio,Cleveland,"1437 St Clair Ave",2,2,0,0,3,N/A
2921394,"May 26, 2024",Missouri,"Kansas City","Westport Road and Broadway",0,5,1,0,0,N/A
2921251,"May 25, 2024",California,"San Fernando","925 Orange Grove Ave",0,5,0,0,1,N/A
2921097,"May 25, 2024",Minnesota,"Saint Paul (North Saint Paul)","2039 17th Ave E",0,4,0,0,0,N/A
2920512,"May 25, 2024",Florida,"Fort Pierce","1800 block of Ave G",0,5,0,0,0,N/A
2920544,"May 24, 2024",Illinois,"Pembroke Township","13100 E Central St",2,3,0,0,0,N/A
2919460,"May 23, 2024","New Jersey",Newark,"121 Shephard Ave",0,4,0,0,0,N/A
2917331,"May 22, 2024",Pennsylvania,Chester,"2626 W 4th St",2,3,0,0,1,N/A
2916464,"May 21, 2024",Illinois,Chicago,"1100 block of S Whipple St",0,4,0,0,0,N/A
2916825,"May 21, 2024",Pennsylvania,Harrisburg,"Chestnut St and S 15th St",2,3,0,0,0,N/A
2918843,"May 20, 2024",Michigan,Detroit,"17000 block of Ohio St",1,4,0,0,1,N/A
2913782,"May 18, 2024",Georgia,Savannah,"W Congress Ln and Barnard St",0,10,0,0,5,N/A
2914190,"May 18, 2024",Missouri,Bridgeton,"MO-141 and Corporate Woods Dr",1,4,0,0,2,N/A
2914713,"May 18, 2024","North Carolina",Reidsville,"8110 Cherry Grove Rd",2,2,1,0,0,N/A
2913794,"May 18, 2024",Illinois,Chicago,"700 block of S Albany Ave",0,6,0,0,0,N/A
2913404,"May 18, 2024",Florida,Sarasota,"3474 17th St",1,4,0,1,1,N/A
2914188,"May 18, 2024",Missouri,"Saint Louis","3000 block of Olive St",1,3,0,0,0,N/A
2913052,"May 18, 2024",Ohio,Columbus,"132 E 5th Ave",3,3,0,0,0,N/A
2908173,"May 12, 2024",Missouri,"Saint Louis","10000 block of Toelle Ln",1,3,0,0,0,N/A
2907387,"May 12, 2024",Florida,Tallahassee,"1147 Apalachee Pkwy",2,2,0,0,0,N/A
2916101,"May 12, 2024",Alabama,Montgomery,"2400 block of Eastern Blvd",0,6,0,0,0,N/A
2907162,"May 12, 2024",Georgia,Atlanta,"2110 Peachtree Rd NW",2,4,0,0,1,N/A
2907598,"May 12, 2024",Massachusetts,Northborough,"333 Howard St",1,4,0,0,3,N/A
2906715,"May 11, 2024",Kentucky,Louisville,"282 Evangeline Ave",2,2,0,0,0,N/A
2907355,"May 11, 2024",Alabama,Stockton,"9400 block of Bryants Landing Rd",3,15,0,0,2,N/A
2904816,"May 8, 2024","North Carolina",Durham,"311 S Lasalle St",1,3,0,0,2,N/A
2904508,"May 8, 2024",Texas,"San Antonio","6708 Windsor Hollow Dr",1,4,0,0,0,N/A
2902327,"May 6, 2024",Indiana,"Fort Wayne","Hanna St and E Rudisill Blvd",0,4,0,0,0,N/A
2900406,"May 5, 2024",Alabama,Birmingham,"800 3rd Ave W",1,6,0,0,2,N/A
2900481,"May 5, 2024",Alabama,Tuscaloosa,"1300 block of 58th St E",1,3,0,0,1,N/A
2901278,"May 5, 2024",Alabama,Huntsville,"708 Poplar Ave NW",0,5,0,0,1,N/A
2902726,"May 5, 2024","New Mexico",Gallup,"1500 block of S 2nd St",2,2,0,0,0,N/A
2899844,"May 4, 2024","New York","Corona (Queens)","108-11 Atlantic Avenue",1,3,0,0,0,N/A
2900308,"May 4, 2024",California,"Long Beach","2688 E South St",0,7,0,0,0,N/A
2900165,"May 4, 2024","New York",Buffalo,"1490 Jefferson Ave",1,5,0,0,0,N/A
2899989,"May 4, 2024",Tennessee,Memphis,"3562 Kirby Pkwy",1,3,0,0,0,N/A
2900213,"May 4, 2024",Pennsylvania,Philadelphia,"1007 S 51st St",1,3,0,0,0,N/A
2899834,"May 3, 2024","New York",Westbury,"Pepperidge Rd and Eastfield Rd",0,6,0,0,0,N/A
2931805,"May 3, 2024",Texas,Houston,"6800 block of Cullen Blvd",0,4,0,0,6,N/A
2899180,"May 2, 2024",Virginia,Richmond,"3800 Delmont St",1,3,0,0,0,N/A
2898126,"May 1, 2024",Michigan,Detroit,"Faust Ave and Westfield Ave",0,4,0,0,1,N/A
2896893,"May 1, 2024",Texas,"Fort Worth","3096 Las Vegas Trl",0,6,0,0,5,N/A
2893900,"April 29, 2024","North Carolina",Charlotte,"5525 Galway Dr",4,3,1,0,0,N/A
2895203,"April 29, 2024",Florida,"Miami Gardens","1400 NW 197th St",0,5,0,0,0,N/A
2892877,"April 28, 2024",Florida,Sanford,"4380 Carraway Pl",0,10,0,0,1,N/A
2893298,"April 28, 2024",Georgia,Fitzgerald,"300 block of E Pine St",1,3,0,0,1,N/A
2892937,"April 28, 2024",Arizona,Tucson,"3200 block of E 5th St",1,3,0,0,0,N/A
2892952,"April 28, 2024",Louisiana,Kenner,"700 block of Farm Ave",0,5,1,0,0,N/A
2893705,"April 28, 2024",Mississippi,Utica,"1022 Lee Davis Cir",1,3,0,1,3,N/A
2892069,"April 27, 2024",Florida,"Daytona Beach","600 block of N Grandview Ave",0,4,0,0,1,N/A
2892374,"April 27, 2024","South Carolina",Santee,"800 block of Antioch Rd",1,3,0,0,3,N/A
2892008,"April 26, 2024","District of Columbia",Washington,"1219 Connecticut Ave NW",0,6,0,0,1,N/A
2888610,"April 22, 2024",Virginia,Petersburg,"5900 block of Sentry Hill Ct",0,5,0,0,0,N/A
2887313,"April 22, 2024",Oklahoma,Yukon,"2804 Mirage St",4,0,1,0,0,N/A
2886674,"April 21, 2024",Illinois,"Oak Forest","5500 block of Babette Ct",1,3,0,0,1,N/A
2885854,"April 20, 2024",Tennessee,Memphis,"2410 Carnes Ave",2,7,0,0,0,N/A
2884570,"April 19, 2024",Maryland,Greenbelt,"6915 Hanover Pkwy",0,5,0,0,2,N/A
2884585,"April 19, 2024","District of Columbia",Washington,"1211 Mount Olivet Rd NE",0,4,0,0,0,N/A
2884446,"April 18, 2024",Louisiana,Thibodaux,"1400 block of Orange Grove Sq",0,4,0,0,0,N/A
2881822,"April 16, 2024","New York",Bronx,"E Mount Eden Ave and Townsend Ave",1,3,0,0,0,N/A
2881676,"April 16, 2024","North Carolina",Clinton,"Boykin Rd and Shaun Ln",1,3,0,0,0,N/A
2879450,"April 14, 2024",Texas,Dallas,"4530 Collins Ave",1,8,0,0,1,N/A
2880126,"April 14, 2024",Kentucky,Hopkinsville,"1700 Canton St",0,4,0,0,2,N/A
2879964,"April 14, 2024",Virginia,Richmond,"1300 block of Jennie Scher Rd",1,4,0,0,0,N/A
2879792,"April 14, 2024",Tennessee,Nashville,"480 Bell Rd",0,6,0,0,1,N/A
2880226,"April 14, 2024",Louisiana,"New Orleans","828 S Peters St",1,11,0,0,0,N/A
2879189,"April 13, 2024",Illinois,Chicago,"2021 W 52nd St",1,10,0,0,0,N/A
2879659,"April 13, 2024",Arkansas,Wynne,"Williams Ave and Martin Luther King St",1,9,0,0,3,N/A
2880895,"April 13, 2024",Georgia,Albany,"300 E Broad Ave",0,4,0,0,6,N/A
2880957,"April 13, 2024",Mississippi,Coldwater,"W Central St",1,3,0,0,0,N/A
2877499,"April 11, 2024",Florida,Orlando,"2800 block of Gamma Dr",1,3,0,0,0,N/A
2876444,"April 10, 2024","District of Columbia",Washington,"1100 block of 21st Street NE",1,5,0,0,0,N/A
2873416,"April 7, 2024",Texas,"San Antonio","11135 Wye Dr",0,6,0,0,0,N/A
2873629,"April 7, 2024","District of Columbia",Washington,"100 block of Elmira St SW",0,4,0,0,0,N/A
2873450,"April 7, 2024",Oklahoma,"Oklahoma City","3034 N Portland Ave",1,3,0,0,0,N/A
2872613,"April 6, 2024",Florida,"Miami (Doral)","3450 NW 83rd Ave",1,7,1,0,0,N/A
2872754,"April 5, 2024",Florida,"Palm Beach Gardens (Riviera Beach)","West 27th Street and Avenue O",0,4,0,0,0,N/A
2872340,"April 5, 2024",Arkansas,"North Little Rock","116 Curtis Sykes Dr",1,3,0,0,1,N/A
2868907,"April 1, 2024",Michigan,Eastpointe,"19000 block of Dijon Ave",0,4,0,0,0,N/A
2867279,"March 31, 2024",Tennessee,Nashville,"614 Garfield St",1,5,0,0,1,N/A
2867514,"March 31, 2024",Illinois,Chicago,"400 block of N Lavergne Ave",1,3,0,0,3,N/A
2866851,"March 31, 2024",Illinois,Chicago,"5333 W Madison St",1,4,0,0,0,N/A
2867670,"March 31, 2024",Mississippi,Jackson,"2050 Martin Luther King Jr Dr",0,4,0,1,0,N/A
2867139,"March 31, 2024",Georgia,Dublin,"500 block of West Ave",2,5,0,0,2,N/A
2867883,"March 31, 2024",Mississippi,Jackson,"3200 block of US-80",1,3,0,0,0,N/A
2868697,"March 31, 2024",Texas,Paris,"1355 8th NE",0,4,0,0,0,N/A
2868563,"March 31, 2024",Florida,"Saint Petersburg","400 49th St S",0,4,0,0,5,N/A
2866832,"March 30, 2024",Indiana,Indianapolis,"49 W Maryland St",0,7,0,0,1,N/A
2866920,"March 30, 2024",Connecticut,Bridgeport,"1542 Stratford Ave",2,2,0,0,1,N/A
2865719,"March 29, 2024",Alabama,Mobile,"600 block of Euclid Ave",2,2,0,1,2,N/A
2865779,"March 29, 2024",Michigan,Detroit,"8203 W Chicago St",0,5,0,0,1,N/A
2864257,"March 27, 2024",Texas,Houston,"3403 Love St",1,3,0,0,0,N/A
2862335,"March 25, 2024",Florida,"Pompano Beach","1750 Dr. Martin Luther King Jr. Blvd",1,3,0,0,3,N/A
2860902,"March 24, 2024",Indiana,Indianapolis,"9439 E Washington St",0,5,1,0,0,N/A
2859623,"March 22, 2024",Louisiana,"New Orleans","AP Tureau Ave and N Roman St",2,2,0,0,0,N/A
2855294,"March 17, 2024","District of Columbia",Washington,"1541 7th St NW",2,5,0,0,0,N/A
2854765,"March 16, 2024",Ohio,Euclid,"19500 block of St Clair Ave",0,5,0,0,0,N/A
2854542,"March 16, 2024",Indiana,Indianapolis,"808 Broad Ripple Ave",1,5,0,0,1,N/A
2855051,"March 16, 2024",Texas,"El Paso","2285 Trawood Dr",1,3,0,0,0,N/A
2855735,"March 16, 2024",California,Manteca,"955 E Yosemite Ave",0,4,0,0,0,N/A
2855474,"March 16, 2024",Alabama,Montgomery,"3700 block of Woodley Rd",1,3,0,0,0,N/A
2853374,"March 14, 2024",Tennessee,Memphis,"1300 block of Quinn Ave",1,3,0,1,2,N/A
2851205,"March 12, 2024",Florida,Lawtey,"21637 NE 17th Ave",3,1,0,0,1,N/A
2849965,"March 10, 2024",Louisiana,Shreveport,"2755 Hollywood Ave",1,3,0,0,0,N/A
2849245,"March 10, 2024",Arkansas,Jonesboro,"641 Burke Ave",2,5,1,0,0,N/A
2846628,"March 6, 2024",Pennsylvania,Philadelphia,"Rising Sun Ave and Cottman Ave",0,8,0,0,4,N/A
2844773,"March 4, 2024",Pennsylvania,Philadelphia,"Ogontz Ave and Godfrey Ave",1,4,0,0,0,N/A
2844405,"March 3, 2024",California,"King City","215 N 2nd St",4,7,0,0,3,N/A
2844148,"March 3, 2024",Mississippi,"West Point","10514 US-45 ALT N",1,12,0,0,0,N/A
2843663,"March 2, 2024",Texas,Houston,"5101 Washington Ave",0,4,0,0,1,N/A
2843303,"March 2, 2024","North Carolina",Pembroke,"408 W Railroad St",2,3,0,0,1,N/A
2844305,"March 2, 2024",Louisiana,Natchez,"198 LA-119",1,3,0,0,0,N/A
2841692,"February 29, 2024",Missouri,Independence,"1111 N Elsea Smith Rd",2,2,0,1,1,N/A
2840946,"February 28, 2024",Florida,Orlando,"Ironwedge Dr and S Lake Orlando Pkwy",1,6,0,0,2,N/A
2839362,"February 27, 2024",Minnesota,Minneapolis,"E Franklin Ave and Elliot Ave",1,3,0,0,0,N/A
2839240,"February 26, 2024",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,3,0,0,0,N/A
2838132,"February 25, 2024",Illinois,Chicago,"7340 N Rogers Ave",1,3,0,0,1,N/A
2838389,"February 25, 2024",Illinois,Chicago,"8033 S Vincennes Ave",3,1,0,0,1,N/A
2838881,"February 25, 2024",Alaska,"Point Hope","309 Agviq St",2,2,0,0,1,N/A
2834712,"February 20, 2024",Pennsylvania,Allentown,"1800 block of W Turner St",0,4,0,0,1,N/A
2898968,"February 19, 2024",California,Oakland,"3841 West St",0,5,0,0,4,N/A
2832971,"February 19, 2024",Indiana,Indianapolis,"2621 S Lynhurst Dr",1,5,0,0,0,N/A
2832334,"February 18, 2024",Minnesota,Burnsville,"12605 33rd Ave",3,1,1,0,0,N/A
2832590,"February 18, 2024",Alabama,Montgomery,"3500 block of McGehee Rd",1,3,0,0,1,N/A
2832558,"February 18, 2024",California,Carson,"1155 E Dominguez St",0,4,0,0,0,N/A
2831391,"February 16, 2024",Alabama,Birmingham,"828 Center Street N",4,0,0,0,1,N/A
2830649,"February 15, 2024",Arkansas,Springdale,"599 E Lakeview Dr",1,4,0,0,3,N/A
2828898,"February 14, 2024",Georgia,Atlanta,"3450 Benjamin E Mays Dr SW",0,4,0,0,1,N/A
2828337,"February 14, 2024",Georgia,Claxton,"7903 US-301",2,2,0,0,1,N/A
2828642,"February 14, 2024",Missouri,"Kansas City","30 W Pershing Rd",1,22,0,2,6,N/A
2828159,"February 13, 2024",Maryland,Baltimore,"700 block of E Eager St",0,4,0,0,0,N/A
2826683,"February 12, 2024","New York",Bronx,"Jerome Ave and W Mount Eden Ave",1,5,0,0,3,N/A
2826220,"February 11, 2024",Tennessee,Jackson,"23 Heritage Square",0,4,1,0,0,N/A
2826477,"February 11, 2024",California,"Huntington Park","6000 block of Bear Ave",4,1,0,0,3,N/A
2825493,"February 11, 2024",Illinois,Chicago,"W 30th St and S St Louis Ave",0,7,0,0,0,N/A
2824648,"February 9, 2024",Texas,Dallas,"220 Stoneport Dr",0,5,0,0,0,N/A
2824579,"February 9, 2024","District of Columbia",Washington,"1200 block of Raum St NE",1,3,0,0,0,N/A
2822404,"February 7, 2024",Pennsylvania,"Lansdowne (East Lansdowne)","58 Lewis Ave",4,2,1,0,0,N/A
2819413,"February 4, 2024",Colorado,Denver,"5000 block of N Orleans Ct",2,4,0,0,0,N/A
2815932,"January 31, 2024",Louisiana,"New Orleans","Wall Blvd and Murl St",1,3,0,0,0,N/A
2815852,"January 31, 2024",Kentucky,Louisville,"S 12th St and W Muhammad Ali Blvd",2,2,0,0,0,N/A
2815425,"January 29, 2024",Mississippi,Grenada,"N Lynch St",0,4,0,0,0,N/A
2813433,"January 28, 2024",Florida,"Palm Bay","473 Forgal Ave",3,2,1,0,0,N/A
2813845,"January 28, 2024",California,Compton,"S Central Ave and Alondra Blvd",0,4,0,0,0,N/A
2814635,"January 28, 2024",Tennessee,Memphis,"2223 W River Trace Dr",2,2,0,0,1,N/A
2813443,"January 28, 2024",Pennsylvania,Harrisburg,"600 block of Fillmore St",0,4,0,0,0,N/A
2812487,"January 27, 2024","North Carolina",Charlotte,"8508 Lodge S Cir",3,1,0,0,0,N/A
2815416,"January 27, 2024",Mississippi,Grenada,"800 block of Martin Luther King Jr Dr",1,3,0,0,0,N/A
2812327,"January 25, 2024",Missouri,"Kansas City","3100 block of E Linwood Blvd",0,4,0,0,0,N/A
2810693,"January 24, 2024",Louisiana,"New Orleans","3400 block of Wall Blvd",1,3,0,0,0,N/A
2809998,"January 23, 2024",California,Adelanto,"Shadow Mountain Rd and Lessing Ave",6,0,0,0,5,N/A
2807511,"January 21, 2024",Texas,Katy,"4643 Russet Leaf Tr",3,2,0,1,1,N/A
2807503,"January 21, 2024","New York",Bronx,"4137 White Plains Rd",1,3,0,0,0,N/A
2807473,"January 21, 2024",Illinois,"Tinley Park","7430 173rd Pl",4,0,0,0,1,N/A
2808531,"January 21, 2024",Illinois,Joliet,"200 block of Davis St",8,1,1,0,1,N/A
2807488,"January 20, 2024",Florida,"Palm Bay","1700 Woodlake Dr NE",3,2,0,0,1,N/A
2807528,"January 20, 2024",Florida,Plantation,"12301 W Sunrise Blvd",1,3,0,0,0,N/A
2806941,"January 20, 2024",Pennsylvania,Coraopolis,"870 Fourth Ave",1,3,0,0,0,N/A
2806956,"January 20, 2024",Alabama,Coker,"11000 block of Pate Rd",1,3,0,0,3,N/A
2805327,"January 19, 2024",Maryland,Baltimore,"5200 block of Fairlawn Ave",3,1,0,0,0,N/A
2804280,"January 18, 2024",California,"San Francisco","Hyde St and Turk St",1,4,0,0,0,N/A
2803737,"January 17, 2024",Missouri,"Kansas City","2450 Grand Blvd",0,6,0,0,2,N/A
2804615,"January 17, 2024",Nevada,"Las Vegas","200 block of W Chicago Ave",2,2,0,0,0,N/A
2801431,"January 14, 2024",Pennsylvania,Philadelphia,"2400 block of N Myrtlewood St",2,4,0,0,0,N/A
2801357,"January 14, 2024",Mississippi,"West Point","W Half Mile St and N Division St",2,3,0,0,3,N/A
2801260,"January 14, 2024",Texas,Houston,"4400 block of Mooney Rd",0,4,0,0,0,N/A
2800844,"January 13, 2024",Texas,Richmond,"17006 Cory Cornel Ln",4,0,1,0,0,N/A
2799654,"January 11, 2024",California,Compton,"1000 block of Acacia Ave",0,5,0,0,0,N/A
2798627,"January 9, 2024",Virginia,Portsmouth,"3700 block of Greenway Ct E",2,2,0,0,1,N/A
2796605,"January 7, 2024",Alabama,Abbeville,"1600 block of Co Rd 40",0,4,0,0,0,N/A
2822517,"January 6, 2024",California,Reedley,"1151 S Church Ave",4,0,0,0,1,N/A
2794498,"January 4, 2024",Louisiana,"Baton Rouge","6315 Greenwell St",1,5,0,0,0,N/A
2794194,"January 4, 2024",Iowa,Perry,"1200 18th St",2,5,1,0,0,N/A
2792720,"January 1, 2024",Missouri,Springfield,"5485 W Sunshine St",0,4,0,0,1,N/A
2792829,"January 1, 2024",Louisiana,"Baton Rouge","4600 block of W Brookstown Dr",1,3,0,0,3,N/A
2791411,"January 1, 2024",California,"Los Angeles","2350 Porter St",2,8,0,0,0,N/A
2840907,"January 1, 2024",Illinois,Maywood,"1500 block of St Charles Rd",2,2,0,0,1,N/A
2790854,"December 31, 2023",California,Hawthorne,"14125 Crenshaw Blvd",1,5,0,0,0,N/A
2791696,"December 31, 2023","South Carolina","Little River","3389 Hwy 9 E",2,2,0,0,0,N/A
2791341,"December 31, 2023","North Carolina",Charlotte,"300 S Church St",0,5,0,0,1,N/A
2790081,"December 30, 2023",Colorado,Denver,"4888 W Colfax Ave",2,2,0,0,0,N/A
2790633,"December 30, 2023",Texas,Beaumont,"6500 block of Bigner Rd",1,4,0,0,0,N/A
2790559,"December 30, 2023",Florida,Gainesville,"1631 NE 16th Ave",0,4,0,0,0,N/A
2786002,"December 24, 2023",Florida,"Orlando (Lockhart)","2800 block of Sudman Way",2,3,0,0,0,N/A
2786444,"December 24, 2023",Colorado,"Colorado Springs","750 Citadel Dr E",1,3,0,0,1,N/A
2786038,"December 24, 2023",Texas,Houston,"5828 Martin Luther King Blvd",1,4,0,0,0,N/A
2786401,"December 23, 2023",Washington,Seattle,"Occidental Ave S and S Washington St",0,5,0,0,0,N/A
2786253,"December 23, 2023",Texas,"Fort Worth","9325 Cynthia Ct",1,4,0,0,0,N/A
2785646,"December 23, 2023",Maryland,"Gwynn Oak (Woodlawn)","1808 Woodlawn Dr",1,4,0,0,0,N/A
2784986,"December 22, 2023","New York","Corona (Queens)","117-29 143rd St",1,3,0,0,1,N/A
2784291,"December 21, 2023","District of Columbia",Washington,"1399 Half St SW",2,2,0,0,0,N/A
2783287,"December 20, 2023",Pennsylvania,Philadelphia,"7300 block of Chelwynde Ave",1,3,0,0,0,N/A
2780660,"December 17, 2023","South Carolina",Ridgeland,"51 Riverwalk Blvd",2,2,0,0,3,N/A
2781391,"December 17, 2023",Alabama,Gainestown,"Walker Springs Rd and Wooded Acres Rd",0,4,0,0,1,N/A
2779489,"December 15, 2023",Tennessee,Memphis,"3941 Riverdale Rd",2,3,0,0,1,N/A
2779676,"December 15, 2023",California,"Los Angeles","238 E El Segundo Blvd",1,4,0,0,0,N/A
2779098,"December 14, 2023",Illinois,Ashland,"308 Philadelphia Rd",3,1,1,0,0,N/A
2775971,"December 11, 2023",Nevada,"Las Vegas","7545 Oso Blanca Rd",3,1,1,0,0,N/A
2775245,"December 10, 2023",Pennsylvania,Philadelphia,"2200 block of N Chadwick St",2,2,0,0,0,N/A
2775006,"December 9, 2023",Georgia,Atlanta,"3005 Peachtree Rd NE",3,1,0,0,0,N/A
2773914,"December 6, 2023",Colorado,Peyton,"21885 Akawi Way",3,1,1,0,0,N/A
2772021,"December 6, 2023",Nevada,"Las Vegas","4505 S Maryland Pkwy",3,1,1,0,0,N/A
2771255,"December 5, 2023",Texas,Austin,"7104 Berkman Dr",6,3,0,0,1,N/A
2770296,"December 4, 2023","South Carolina",Lugoff,I-20,1,4,0,0,0,N/A
2769819,"December 3, 2023",Texas,Dallas,"9700 block of Royce Dr",4,1,1,0,0,N/A
2769728,"December 3, 2023",Texas,Houston,"4913 Griggs Rd",1,3,0,0,0,N/A
2770132,"December 3, 2023",Washington,Vancouver,"11511 NE 92nd St",4,0,1,0,0,N/A
2769880,"December 2, 2023",Ohio,Columbus,"400 block of N Ohio Ave",0,4,0,0,0,N/A
2770501,"December 2, 2023",Ohio,Cleveland,"2200 block of St Clair Ave",0,4,0,0,0,N/A
2769181,"December 2, 2023",California,Fresno,"4300 block of E Olive Ave",2,2,0,0,1,N/A
2769379,"December 2, 2023",Colorado,Aurora,"1300 block of Joliet St",0,4,0,0,1,N/A
2769574,"December 2, 2023",Mississippi,Mccomb,"560 Presley Blvd",0,5,0,0,0,N/A
2768663,"December 1, 2023",Nevada,"Las Vegas","E Charleston Blvd and N Honolulu St",2,3,0,0,2,N/A
2767813,"November 29, 2023","North Carolina",Lexington,"7000 block of NC-8",0,5,0,0,1,N/A
2767246,"November 29, 2023",Illinois,Chicago,"3600 block of W Flournoy St",1,3,0,0,1,N/A
2764105,"November 26, 2023","North Carolina","Winston Salem (Winston-salem)","3533 N Glenn Ave",0,4,0,1,1,N/A
2764540,"November 26, 2023",California,"Los Angeles","836 W 110th St",4,0,0,0,1,N/A
2766505,"November 25, 2023",California,Fontana,"15500 block of Eastwind Ave",3,1,0,0,1,N/A
2763545,"November 23, 2023",Tennessee,Memphis,"2707 Kimball Ave",0,4,0,0,0,N/A
2762964,"November 23, 2023",Georgia,Decatur,"3000 block of Cascade Manor Dr",0,4,0,0,0,N/A
2762712,"November 23, 2023",Illinois,Chicago,"2000 block of W Monroe St",0,5,0,0,0,N/A
2762803,"November 22, 2023","North Carolina",Lumberton,"111 W 3rd St",0,6,0,0,1,N/A
2762681,"November 22, 2023",Mississippi,Goodman,"7213 US-51",1,3,0,0,0,N/A
2761566,"November 21, 2023",Pennsylvania,Philadelphia,"3200 block of Fairhill St",2,5,0,0,0,N/A
2760537,"November 20, 2023",Ohio,"Fairborn (Beavercreek)","3360 Pentagon Blvd",0,4,1,0,0,N/A
2760730,"November 20, 2023",Colorado,Westcliffe,"173 Rocky Ridge Rd",3,1,0,0,1,N/A
2759654,"November 19, 2023",Texas,"Port Arthur","4400 block of Griffing Dr",0,5,0,0,0,N/A
2758871,"November 18, 2023",Tennessee,Memphis,"3636 Field Lark Dr",4,1,1,0,0,N/A
2759002,"November 18, 2023",Arkansas,"Little Rock","7101 W 12th St",1,3,0,0,1,N/A
2759046,"November 18, 2023",California,"Spring Valley","9034 Ildica St",0,5,0,0,0,N/A
2757292,"November 16, 2023",Ohio,Willoughby,"7166 Mentor Ave",3,1,1,0,0,N/A
2755393,"November 14, 2023",Massachusetts,Springfield,"31 Morgan St",1,3,0,0,0,N/A
2753283,"November 12, 2023",Washington,Puyallup,"11500 152nd St E",0,6,0,0,0,N/A
2753565,"November 12, 2023",Texas,Pearland,"1014 N Main St",1,4,0,0,1,N/A
2753236,"November 11, 2023",Virginia,Portsmouth,"3500 block of Commonwealth Ave",0,4,0,0,0,N/A
2752316,"November 10, 2023",Alabama,Birmingham,"I-59 and Bush Blvd",0,4,0,0,1,N/A
2752208,"November 10, 2023",Missouri,Independence,"18801 East 39th St S",0,4,0,0,1,N/A
2747768,"November 5, 2023",Arizona,Phoenix,"4300 N 21st Dr",0,4,0,0,0,N/A
2747938,"November 5, 2023",Indiana,Indianapolis,"5905 Madison Ave",1,5,0,0,0,N/A
2748473,"November 5, 2023",Texas,Hempstead,"35028 Cameron Rd",0,7,0,0,0,N/A
